Species_1,Kingdom_1,Interaction_type,Species_2,Kingdom_2
Myodes glareolus,Animal,hostOf,Ixodes ricinus,Animal
Capreolus capreolus,Animal,hostOf,Ixodes ricinus,Animal
Talpa europaea,Animal,hostOf,Ixodes ricinus,Animal
Sorex araneus,Animal,hostOf,Ixodes ricinus,Animal
Garrulus glandarius,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Sciurus vulgaris,Animal
Turdus,Animal,hostOf,Ixodes ricinus,Animal
Pyrrhula,Animal,hostOf,Ixodes ricinus,Animal
Erithacus rubecula,Animal,hostOf,Ixodes ricinus,Animal
Ixodes ricinus,Animal,hasHost,Artiodactyla,Animal
Ixodes ricinus,Animal,hasHost,Myodes glareolus,Animal
Ixodes ricinus,Animal,hasHost,Sorex araneus,Animal
Ixodes ricinus,Animal,hasHost,Periparus ater,Animal
Sanicula europaea,Plant,eatenBy,Apodemus sylvaticus,Animal
Primula vulgaris,Plant,eatenBy,Myodes glareolus,Animal
Euonymus europaeus,Plant,eatenBy,Myodes glareolus,Animal
Fragaria vesca,Plant,eatenBy,Apodemus sylvaticus,Animal
Oxalis acetosella,Plant,eatenBy,Myodes glareolus,Animal
Pteridium aquilinum,Plant,eatenBy,Myodes glareolus,Animal
Quercus robur,Plant,eatenBy,Myodes glareolus,Animal
Ligustrum vulgare,Plant,eatenBy,Myodes glareolus,Animal
Apodemus sylvaticus,Animal,eats,Sanicula europaea,Plant
Fraxinus excelsior,Plant,eatenBy,Myodes glareolus,Animal
Dryopteris filix-mas,Plant,eatenBy,Myodes glareolus,Animal
Sambucus nigra,Plant,eatenBy,Myodes glareolus,Animal
Acer pseudoplatanus,Plant,eatenBy,Myodes glareolus,Animal
Myodes glareolus,Animal,eats,Sambucus nigra,Plant
Myodes glareolus,Animal,eats,Acer pseudoplatanus,Plant
Myodes glareolus,Animal,eats,Geum urbanum,Plant
Apodemus sylvaticus,Animal,eats,Prunus spinosa,Plant
Galium aparine,Plant,eatenBy,Myodes glareolus,Animal
Mercurialis perennis,Plant,eatenBy,Apodemus sylvaticus,Animal
Fragaria vesca,Plant,eatenBy,Myodes glareolus,Animal
Urtica dioica,Plant,eatenBy,Myodes glareolus,Animal
Apodemus sylvaticus,Animal,eats,Sambucus nigra,Plant
Agrimonia eupatoria,Plant,eatenBy,Myodes glareolus,Animal
Agrimonia procera,Plant,eatenBy,Myodes glareolus,Animal
Myodes glareolus,Animal,eats,Galium aparine,Plant
Myodes glareolus,Animal,eats,Prunus spinosa,Plant
Myodes glareolus,Animal,eats,Dryopteris filix-mas,Plant
Myodes glareolus,Animal,eats,Rubus,Plant
Rubus,Plant,eatenBy,Apodemus sylvaticus,Animal
Myodes glareolus,Animal,eats,Euonymus europaeus,Plant
Myodes glareolus,Animal,eats,Agrimonia procera,Plant
Myodes glareolus,Animal,eats,Glechoma hederacea,Plant
Pteridium aquilinum,Plant,eatenBy,Apodemus sylvaticus,Animal
Apodemus sylvaticus,Animal,eats,Fragaria vesca,Plant
Glechoma hederacea,Plant,eatenBy,Myodes glareolus,Animal
Myodes glareolus,Animal,eats,Quercus robur,Plant
Apodemus sylvaticus,Animal,eats,Primula vulgaris,Plant
Myodes glareolus,Animal,eats,Agrimonia eupatoria,Plant
Hyacinthoides non-scripta,Plant,eatenBy,Myodes glareolus,Animal
Myodes glareolus,Animal,eats,Fraxinus excelsior,Plant
Myodes glareolus,Animal,eats,Urtica dioica,Plant
Myodes glareolus,Animal,eats,Oxalis acetosella,Plant
Myodes glareolus,Animal,eats,Mercurialis perennis,Plant
Myodes glareolus,Animal,eats,Hyacinthoides non-scripta,Plant
Apodemus sylvaticus,Animal,eats,Hyacinthoides non-scripta,Plant
Apodemus sylvaticus,Animal,eats,Pteridium aquilinum,Plant
Myodes glareolus,Animal,eats,Corylus avellana,Plant
Myodes glareolus,Animal,eats,Viola riviniana,Plant
Primula vulgaris,Plant,eatenBy,Apodemus sylvaticus,Animal
Prunus spinosa,Plant,eatenBy,Myodes glareolus,Animal
Myodes glareolus,Animal,eats,Fragaria vesca,Plant
Mercurialis perennis,Plant,eatenBy,Myodes glareolus,Animal
Rubus,Plant,eatenBy,Myodes glareolus,Animal
Myodes glareolus,Animal,eats,Ligustrum vulgare,Plant
Geum urbanum,Plant,eatenBy,Myodes glareolus,Animal
Apodemus sylvaticus,Animal,eats,Mercurialis perennis,Plant
Corylus avellana,Plant,eatenBy,Myodes glareolus,Animal
Viola riviniana,Plant,eatenBy,Myodes glareolus,Animal
Hyacinthoides non-scripta,Plant,eatenBy,Apodemus sylvaticus,Animal
Apodemus sylvaticus,Animal,eats,Rubus,Plant
Myodes glareolus,Animal,eats,Ranunculus,Plant
Myodes glareolus,Animal,eats,Primula vulgaris,Plant
Myodes glareolus,Animal,eats,Pteridium aquilinum,Plant
Sambucus nigra,Plant,eatenBy,Apodemus sylvaticus,Animal
Ranunculus,Plant,eatenBy,Myodes glareolus,Animal
Prunus spinosa,Plant,eatenBy,Apodemus sylvaticus,Animal
Taxus baccata,Plant,eatenBy,Turdus viscivorus,Animal
Turdus viscivorus,Animal,eats,Ilex aquifolium,Plant
Ilex aquifolium,Plant,eatenBy,Turdus viscivorus,Animal
Taxus baccata,Plant,eatenBy,Turdus iliacus,Animal
Taxus baccata,Plant,eatenBy,Turdus philomelos,Animal
Taxus baccata,Plant,eatenBy,Turdus pilaris,Animal
Turdus iliacus,Animal,eats,Taxus baccata,Plant
Turdus iliacus,Animal,eats,Ilex aquifolium,Plant
Taxus baccata,Plant,eatenBy,Turdus merula,Animal
Crataegus monogyna,Plant,eatenBy,Turdus philomelos,Animal
Turdus philomelos,Animal,eats,Ilex aquifolium,Plant
Turdus philomelos,Animal,eats,Taxus baccata,Plant
Turdus pilaris,Animal,eats,Taxus baccata,Plant
Turdus philomelos,Animal,eats,Crataegus monogyna,Plant
Turdus merula,Animal,eats,Crataegus monogyna,Plant
Crataegus monogyna,Plant,eatenBy,Turdus viscivorus,Animal
Turdus iliacus,Animal,eats,Crataegus monogyna,Plant
Crataegus monogyna,Plant,eatenBy,Turdus merula,Animal
Ilex aquifolium,Plant,eatenBy,Turdus merula,Animal
Turdus viscivorus,Animal,eats,Crataegus monogyna,Plant
Turdus pilaris,Animal,eats,Ilex aquifolium,Plant
Crataegus monogyna,Plant,eatenBy,Turdus iliacus,Animal
Ilex aquifolium,Plant,eatenBy,Turdus iliacus,Animal
Turdus merula,Animal,eats,Ilex aquifolium,Plant
Ilex aquifolium,Plant,eatenBy,Turdus pilaris,Animal
Ilex aquifolium,Plant,eatenBy,Turdus philomelos,Animal
Turdus viscivorus,Animal,eats,Taxus baccata,Plant
Crataegus monogyna,Plant,eatenBy,Turdus pilaris,Animal
Turdus pilaris,Animal,eats,Crataegus monogyna,Plant
Turdus merula,Animal,eats,Taxus baccata,Plant
Calceolaria polyrrhiza,Plant,hasParasite,Golovinomyces calceolariae,Fungi
Galium aparine,Plant,hasParasite,Golovinomyces orontii,Fungi
Golovinomyces riedlianus,Fungi,parasiteOf,Galium verum verum,Plant
Golovinomyces riedlianus,Fungi,parasiteOf,Galium verum,Plant
Galium verum verum,Plant,hasParasite,Golovinomyces riedlianus,Fungi
Galium verum,Plant,hasParasite,Golovinomyces riedlianus,Fungi
Golovinomyces orontii,Fungi,parasiteOf,Galium spurium,Plant
Golovinomyces orontii,Fungi,parasiteOf,Galium spurium,Plant
Galium spurium,Plant,hasParasite,Golovinomyces orontii,Fungi
Golovinomyces orontii,Fungi,parasiteOf,Galium aparine,Plant
Golovinomyces calceolariae,Fungi,parasiteOf,Calceolaria polyrrhiza,Plant
Galium spurium,Plant,hasParasite,Golovinomyces orontii,Fungi
Lycaena virgaureae,Animal,visitsFlowersOf,Achillea ptarmica,Plant
Lycaena virgaureae,Animal,eats,Rumex acetosella,Plant
Lycaena virgaureae,Animal,visitsFlowersOf,Knautia arvensis,Plant
Leontodon,Plant,flowersVisitedBy,Lycaena virgaureae,Animal
Knautia arvensis,Plant,flowersVisitedBy,Lycaena virgaureae,Animal
Lycaena virgaureae,Animal,eats,Rumex acetosa,Plant
Rumex acetosella,Plant,eatenBy,Lycaena virgaureae,Animal
Lycaena virgaureae,Animal,visitsFlowersOf,Hieracium,Plant
Hieracium,Plant,flowersVisitedBy,Lycaena virgaureae,Animal
Achillea millefolium,Plant,flowersVisitedBy,Lycaena virgaureae,Animal
Tripleurospermum inodorum,Plant,flowersVisitedBy,Lycaena virgaureae,Animal
Rumex acetosa,Plant,eatenBy,Lycaena virgaureae,Animal
Lycaena virgaureae,Animal,visitsFlowersOf,Tripleurospermum inodorum,Plant
Lycaena virgaureae,Animal,visitsFlowersOf,Leontodon,Plant
Achillea ptarmica,Plant,flowersVisitedBy,Lycaena virgaureae,Animal
Lycaena virgaureae,Animal,visitsFlowersOf,Achillea millefolium,Plant
Sylvia atricapilla,Animal,createsHabitatFor,Ribes,Plant
Sylvia atricapilla,Animal,createsHabitatFor,Ribes uva-crispa,Plant
Sylvia atricapilla,Animal,createsHabitatFor,Humulus lupulus,Plant
Ribes,Plant,hasHabitat,Sylvia atricapilla,Animal
Sylvia atricapilla,Animal,createsHabitatFor,Prunus padus,Plant
Crataegus,Plant,hasHabitat,Sylvia atricapilla,Animal
Sylvia atricapilla,Animal,createsHabitatFor,Sambucus nigra,Plant
Rubus,Plant,hasHabitat,Sylvia atricapilla,Animal
Sylvia atricapilla,Animal,createsHabitatFor,Crataegus,Plant
Sylvia atricapilla,Animal,createsHabitatFor,Rubus,Plant
Ribes uva-crispa,Plant,hasHabitat,Sylvia atricapilla,Animal
Sambucus nigra,Plant,hasHabitat,Sylvia atricapilla,Animal
Humulus lupulus,Plant,hasHabitat,Sylvia atricapilla,Animal
Prunus padus,Plant,hasHabitat,Sylvia atricapilla,Animal
Galium aparine,Plant,hasParasite,Peronospora calotheca,Chromista | Oomycota | Peronosporea | Peronosporales | Peronosporaceae | Peronospora | Peronospora calotheca
Myzus langei,Animal,ectoparasiteOf,Galium,Plant
Aphis galiiscabri,Animal,ectoparasiteOf,Galium,Plant
Melasmia galii,Fungi,parasiteOf,Galium aparine,Plant
Galium aparine,Plant,hasParasite,Melasmia galii,Fungi
Schizomyia galiorum,Animal,ectoparasiteOf,Galium,Plant
Hyles gallii,Animal,eats,Galium spurium,Plant
Peronospora calotheca,Chromista | Oomycota | Peronosporea | Peronosporales | Peronosporaceae | Peronospora | Peronospora calotheca,parasiteOf,Galium aparine,Plant
Passalora galii,Fungi,parasiteOf,Galium aparine,Plant
Puccinia punctata,Fungi,pathogenOf,Galium spurium,Plant
Galium aparine,Plant,hasParasite,Golovinomyces cichoracearum,Fungi
Leptotrochila repanda,Fungi,parasiteOf,Galium aparine,Plant
Galium aparine,Plant,hasParasite,Septoria aparines,Fungi
Aceria galiobia,Animal,ectoparasiteOf,Galium aparine,Plant
Geocrypta galii,Animal,ectoparasiteOf,Galium aparine,Plant
Galium aparine,Plant,eatenBy,Halidamia affinis,Animal
Galium aparine,Plant,hasEctoparasite,Aceria galiobia,Animal
Cirsium arvense,Plant,coOccursWith,Galium spurium,Plant
Galium aparine,Plant,hasParasite,Septoria galiorum,Fungi
Galium spurium,Plant,coOccursWith,Elymus repens,Plant
Galium aparine,Plant,hasParasite,Cuscuta europaea,Plant
Galium spurium,Plant,coOccursWith,Sonchus arvensis,Plant
Galium aparine,Plant,hasParasite,Leptotrochila repanda,Fungi
Galium aparine,Plant,hasEctoparasite,Geocrypta galii,Animal
Galium,Plant,hasPathogen,Lycidae sp. INDOBIOSYS-CCDB25361-B11,Animal
Halidamia affinis,Animal,eats,Galium aparine,Plant
Galium aparine,Plant,hasParasite,Passalora galii,Fungi
Galium,Plant,hasEctoparasite,Aphis galiiscabri,Animal
Galium spurium,Plant,hasParasite,Golovinomyces cichoracearum,Fungi
Galium aparine,Plant,hasEctoparasite,Cecidophyes galii,Animal
Galium aparine,Plant,hasParasite,Erysiphe polygoni,Fungi
Galium spurium,Plant,coOccursWith,Cirsium arvense,Plant
Galium aparine,Plant,hasParasite,Erysiphe polygoni,Fungi
Septoria aparines,Fungi,parasiteOf,Galium aparine,Plant
Lycidae sp. INDOBIOSYS-CCDB25361-B11,Animal,pathogenOf,Galium,Plant
Septoria galiorum,Fungi,parasiteOf,Galium aparine,Plant
Galium,Plant,hasPathogen,Puccinia punctata,Fungi
Erysiphe polygoni,Fungi,parasiteOf,Galium aparine,Plant
Galium,Plant,hasEctoparasite,Schizomyia galiorum,Animal
Erysiphe polygoni,Fungi,parasiteOf,Galium aparine,Plant
Elymus repens,Plant,coOccursWith,Galium spurium,Plant
Sonchus arvensis,Plant,coOccursWith,Galium spurium,Plant
Galium,Plant,hasEctoparasite,Myzus langei,Animal
Puccinia punctata,Fungi,pathogenOf,Galium,Plant
Golovinomyces cichoracearum,Fungi,parasiteOf,Galium spurium,Plant
Galium spurium,Plant,eatenBy,Hyles gallii,Animal
Golovinomyces cichoracearum,Fungi,parasiteOf,Galium aparine,Plant
Cecidophyes galii,Animal,ectoparasiteOf,Galium aparine,Plant
Galium spurium,Plant,hasPathogen,Puccinia punctata,Fungi
Cuscuta europaea,Plant,parasiteOf,Galium aparine,Plant
Sturnus vulgaris,Animal,eats,Ilex aquifolium,Plant
Ilex aquifolium,Plant,eatenBy,Sturnus vulgaris,Animal
Sturnus vulgaris,Animal,eats,Ilex,Plant
Ilex yunnanensis,Plant,eatenBy,Erithacus rubecula,Animal
Ilex,Plant,eatenBy,Sturnus vulgaris,Animal
Erithacus rubecula,Animal,eats,Ilex integra,Plant
Erithacus rubecula,Animal,eats,Ilex,Plant
Ilex ciliospinosa,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex decidua,Plant
Ilex dipyrena,Plant,eatenBy,Erithacus rubecula,Animal
Ilex crenata,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex maximowicziana,Plant
Ilex serrata,Plant,eatenBy,Erithacus rubecula,Animal
Ilex cornuta,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex ciliospinosa,Plant
Ilex maximowicziana,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex crenata,Plant
Erithacus rubecula,Animal,eats,Ilex latifolia,Plant
Ilex integra,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex,Plant
Erithacus rubecula,Animal,eats,Ilex cornuta,Plant
Erithacus rubecula,Animal,eats,Ilex pernyi,Plant
Ilex,Plant,eatenBy,Erithacus rubecula,Animal
Ilex,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex yunnanensis,Plant
Ilex opaca,Plant,eatenBy,Erithacus rubecula,Animal
Ilex pernyi,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex,Plant
Ilex,Plant,eatenBy,Erithacus rubecula,Animal
Ilex verticillata,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex opaca,Plant
Ilex latifolia,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex,Plant
Ilex,Plant,eatenBy,Erithacus rubecula,Animal
Erithacus rubecula,Animal,eats,Ilex aquifolium,Plant
Erithacus rubecula,Animal,eats,Ilex dipyrena,Plant
Erithacus rubecula,Animal,eats,Ilex verticillata,Plant
Erithacus rubecula,Animal,eats,Ilex serrata,Plant
Ilex decidua,Plant,eatenBy,Erithacus rubecula,Animal
Ilex aquifolium,Plant,eatenBy,Erithacus rubecula,Animal
Gracillaria syringella,Animal,parasiteOf,Fraxinus excelsior,Plant
Thrips minutissimus,Animal,parasiteOf,Fraxinus excelsior,Plant
Pulvinaria hydrangeae,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Prays ruficeps,Animal
Phenacoccus aceris,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Phloeotribus rhododactylus,Animal
Fraxinus excelsior,Plant,hasParasite,Pseudomonas savastanoi pv. fraxini,Animal
Thrips flavus,Animal,parasiteOf,Fraxinus excelsior,Plant
Archips crataegana,Animal,parasiteOf,Fraxinus excelsior,Plant
Pachyprotasis rapae,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Tomostethus nigritus,Animal
Dasineura fraxinea,Animal,parasiteOf,Fraxinus excelsior,Plant
Pandemis corylana,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Eupareophora exarmata,Animal
Resseliella quercivora,Animal,parasiteOf,Fraxinus excelsior,Plant
Aulagromyza heringii,Animal,parasiteOf,Fraxinus excelsior,Plant
Taphrorychus villifrons,Animal,parasiteOf,Fraxinus excelsior,Plant
Zelleria hepariella,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Aculus fraxini,Animal
Xyleborus dispar,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Neonectria ditissima,Fungi
Ypsolopha parenthesella,Animal,parasiteOf,Fraxinus excelsior,Plant
Cladosporium fraxinicola,Fungi,parasiteOf,Fraxinus excelsior,Plant
Pseudargyrotoza conwagana,Animal,parasiteOf,Fraxinus excelsior,Plant
Lignyodes suturatus,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Dasineura fraxini,Animal
Fraxinus excelsior,Plant,hasParasite,Xyleborinus attenuatus,Animal
Phloeotribus rhododactylus,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Pulvinaria hydrangeae,Animal
Fraxinus excelsior,Plant,hasParasite,Gracillaria loriolella,Animal
Fraxinus excelsior,Plant,hasParasite,Tenthredo vespa,Animal
Fraxinus excelsior,Plant,hasParasite,Neonectria ditissima,Fungi
Fraxinus excelsior,Plant,hasParasite,Prociphilus bumeliae,Animal
Fraxinus excelsior,Plant,hasParasite,Aculus epiphyllus,Animal
Fraxinus excelsior,Plant,hasParasite,Pseudaulacaspis pentagona,Animal
Neonectria ditissima,Fungi,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Trialeurodes vaporariorum,Animal
Tenthredo vespa,Animal,parasiteOf,Fraxinus excelsior,Plant
Aceria fraxinicola,Animal,parasiteOf,Fraxinus excelsior,Plant
Trialeurodes vaporariorum,Animal,parasiteOf,Fraxinus excelsior,Plant
Lestes viridis,Animal,parasiteOf,Fraxinus excelsior,Plant
Hylesinus wachtli,Animal,parasiteOf,Fraxinus excelsior,Plant
Pammene suspectana,Animal,parasiteOf,Fraxinus excelsior,Plant
Lignyodes bischoffi,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Phloeotribus scarabaeoides,Animal
Fraxinus excelsior,Plant,hasParasite,Diaspidiotus lenticularis,Animal
Fraxinus excelsior,Plant,hasParasite,Archips xylosteana,Animal
Fraxinus excelsior,Plant,hasParasite,Psyllopsis machinosus,Animal
Eupareophora exarmata,Animal,parasiteOf,Fraxinus excelsior,Plant
Pammene ignorata,Animal,parasiteOf,Fraxinus excelsior,Plant
Parthenolecanium corni,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Phyllactinia fraxini,Fungi
Fraxinus excelsior,Plant,hasParasite,Psyllopsis discrepans,Animal
Fraxinus excelsior,Plant,hasParasite,Pandemis corylana,Animal
Pulvinaria vitis,Animal,parasiteOf,Fraxinus excelsior,Plant
Psyllopsis repens,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Aceria fraxinicola,Animal
Fraxinus excelsior,Plant,hasParasite,Pachyprotasis rapae,Animal
Pseudaulacaspis pentagona,Animal,parasiteOf,Fraxinus excelsior,Plant
Prays fraxinella,Animal,parasiteOf,Fraxinus excelsior,Plant
Prociphilus bumeliae,Animal,parasiteOf,Fraxinus excelsior,Plant
Siphoninus phillyreae,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Synchytrium aureum,Fungi
Tomostethus nigritus,Animal,parasiteOf,Fraxinus excelsior,Plant
Dasineura helenae,Animal,parasiteOf,Fraxinus excelsior,Plant
Fagocyba cruenta,Animal,parasiteOf,Fraxinus excelsior,Plant
Aphis fabae,Animal,parasiteOf,Fraxinus excelsior,Plant
Eotetranychus pruni,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Stereonychus fraxini,Animal
Stomaphis graffii,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Hylesinus toranio,Animal
Fraxinus excelsior,Plant,hasParasite,Dasineura fraxinea,Animal
Fraxinus excelsior,Plant,hasParasite,Prays fraxinella,Animal
Fraxinus excelsior,Plant,hasParasite,Psyllopsis fraxinicola,Animal
Stereonychus fraxini,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Aulagromyza heringii,Animal
Bryobia ulmophila,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Lepidosaphes ulmi,Animal
Chionaspis salicis,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Stomaphis graffii,Animal
Fraxinus excelsior,Plant,hasParasite,Lestes viridis,Animal
Caloptilia cuculipennella,Animal,parasiteOf,Fraxinus excelsior,Plant
Hylesinus crenatus,Animal,parasiteOf,Fraxinus excelsior,Plant
Pseudochermes fraxini,Animal,parasiteOf,Fraxinus excelsior,Plant
Contarinia marchali,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Phenacoccus aceris,Animal
Hedya nubiferana,Animal,parasiteOf,Fraxinus excelsior,Plant
Xyleborus monographus,Animal,parasiteOf,Fraxinus excelsior,Plant
Eotetranychus fraxini,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Hylesinus wachtli,Animal
Fraxinus excelsior,Plant,hasParasite,Fagocyba cruenta,Animal
Fraxinus excelsior,Plant,hasParasite,Cladosporium fraxinicola,Fungi
Fraxinus excelsior,Plant,hasParasite,Resseliella quercivora,Animal
Fraxinus excelsior,Plant,hasParasite,Eulecanium tiliae,Animal
Psyllopsis machinosus,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Diaspidiotus ostreaeformis,Animal
Synchytrium aureum,Fungi,parasiteOf,Fraxinus excelsior,Plant
Philedonides lunana,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Aglaostigma nebulosum,Animal
Tegonotus collaris,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Tegonotus collaris,Animal
Fraxinus excelsior,Plant,hasParasite,Pammene suspectana,Animal
Fraxinus excelsior,Plant,hasParasite,Phloeotribus caucasicus,Animal
Fraxinus excelsior,Plant,hasParasite,Psyllopsis repens,Animal
Euzophera pinguis,Animal,parasiteOf,Fraxinus excelsior,Plant
Diaspidiotus lenticularis,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Chyliza leptogaster,Animal
Xyleborinus saxesenii,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Thrips minutissimus,Animal
Fraxinus excelsior,Plant,hasParasite,Dasineura acrophila,Animal
Prays ruficeps,Animal,parasiteOf,Fraxinus excelsior,Plant
Fraxinus excelsior,Plant,hasParasite,Ypsolopha parenthesella,Animal
Fraxinus excelsior,Plant,hasParasite,Eotetranychus pruni,Animal
Fraxinus excelsior,Plant,hasParasite,Contarinia marchali,Animal
